คนที่ฉลาดที่สุดมักจะบอกว่าไม่รู้เรื่องความรัก ส่วนคนที่โง่ที่สุดมักจะพร่ำเพ้อว่าตัวเองรู้เรื่องความรักดี
รักใครหลายคน ไม่ใช่เหตุผลของคนหลายใจ
รักแท้ มีแม่คนเดียว
กุหลาบไม่มีหนาม มะขามไม่มีข้อ ผู้ชายไม่ใช่พ่อ จะไปง้อมันทำไม
ผู้หญิงถึงจะพูดความจริงสักแค่ไหน แต่ก็โกหกหน้าตายเป็นเหมือนกัน
อย่าใช้อดีตสร้างอนาคต แต่จงใช้อนาคตลบอดีต
เจ็บแล้วจำคือคน เจ็บแล้วทนคือควาย
ผู้ชายก็เหมือนรองเท้า เมื่อใส่แล้วกัด ก็สลัดมันทิ้ง
อย่าเสียใจที่เขา ” ทิ้งเราไป ” แต่จงดีใจที่เราได้ ” หัวใจ ” เรากลับคืนมา
ความเชื่อใจเหมือน ยางลบ ผิดบ่อยๆ ยางลบก็ก้อนเล็กลง
