ตัดกระดาษต้องใช้กรรไกร...แต่ตัดใจต้องใช้เวลา
"จบแบบเจ็บ ๆ ""ดีกว่า"" เจ็บแบบไม่มีวันจบ..."
"ถ้าชอบก็กด ""Like"" ถ้าใช่ก็กด""Love"""
ผู้ชายไม่ได้ต้องการนางฟ้า แต่ ต้องการ คนที่มีเวลาให้กัน ... ผู้หญิงไม่ได้ต้องการเทพบุตร แต่ ต้องการ คนที่หยุดสักที
รัก เป็นกริยา แต่อกหัก มันเป็น กรรม
เนื้อคู่ก็เหมือน iphone XI ถึงจะมาช้า แต่ก็จะรอ
ความเงียบ มันมักจะ จับมือกับ ความเหงา มาเล่นงานเรา ในเวลา ไม่มีใคร
ยอมเป็นแค่คนดีที่ไม่มีใคร ดีกว่าเป็นคนหลายใจที่ไม่มีอะไรดี
คุณสมบัติหนึ่งของน้ำตา เปลี่ยนสีชมพูให้เป็นสีเทา
บ่อยครั้ง... การหลอกตัวเองก็ทําให้เรามีความสุขมากกว่าได้รู้ความจริง
เหตุผลที่ต้องฆ่าเวลา เพราะเวลาทำให้เธอ เปลี่ยนไป
เบื่อจิงกับคำว่ารัก ... เบื่อนักกับคำว่าผิดหวัง ... เบื่อใจตัวเองที่โง่อยู่ลำพัง ... เบื่อใจเธอนั้นที่มาหลอกลวง
ฤดูร้อน ฤดูฝน ฤดูหนาว พบเจอหมดแล้ว แต่ทำไมยังไม่เจอ ฤดูรักซักทีนะ
อยากให้เธอเป็นตีนข้างซ้าย และฉันจะเป็นตีนข้างขวา แล้วเราจะก้าวไปข้างหน้าด้วยกัน
ความรักคือการเดินทางไกล กว่าจะถึงหัวใจ มันต้องใช้เวลา
ฝืนใช้คำว่าเรา ทั้งๆที่ในกระจกเงาสะท้อนคำว่าลา
ถ้าคุณยังไม่พร้อมที่จะหยุดที่ใคร ... ก็อย่าหวังไปไกลว่าใครจะมาหยุดที่คุณ
ถึงจะเป็นคนคุ้นเคย ถ้าเอาแต่ละเลย ก็อาจกลายเป็นแค่คนเคยคุ้นกัน
สิ่งที่คนมีแฟนควรเรียนรู้ คือ คนไม่มีคู่เขาอยู่ได้อย่างไรในวันเดียวดาย
ถึงบางครั้งอาจจะพูดแรงไป... แต่ก็แรงไม่ยอมเปลี่ยนปลั๊ก รักไม่ยอมเปลี่ยนแปลง..
"ก่อนจะพิมพ์คำว่า ""เรา"" อย่าลืมเปลี่ยนภาษาล่ะ ไม่อยากกลายเป็น ""gik"""
อยากบอกเธอว่า.. ปากกา พัดลม ปืน (PEN FAN GUN)..นะ
ผู้ชายก็มักกังวลกับสิ่งที่ผู้หญิงจำได้... ผู้หญิงมักใส่ใจกับสิ่งที่ผู้ชายลืม
ถ้าในวันๆนึงเราได้จับมือคนที่เรารัก นานเท่าจับเม้าท์ก้อคงจะดีนะ
คนที่พูดว่าไม่รู้..มักจะรู้...และคนที่พูดว่า ไม่เป็นไร...มักจะเป็น...แต่ถ้าใครพูดว่า ไม่รัก..มักจะจริง
อย่าทำตัวเป็นแฟนแค่ในนามและความคิด ... โปรดลงมือกระทำด้วย
ฉันดูแลตัวเองได้ เป็นคำบอกเลิก...ที่อยู่ในประโยคบอกเล่า ..
"จำไว้.. ""ห่างกันซักพัก""..เป็นคำสุภาพที่สุดของคำว่า ""เลิกกันเถอะ"""
บังคับตัวเองให้เลิกเหงา ยังดีกว่าบังคับเขาให้กลับมา
ลบฉันออกจากเพื่อนไม่เป็นไร แต่อย่าบล็อกได้ไหม เพราะฉันยังอยากรู้ความเคลื่อนไหวของเธอ
"เราเป็น คนหลายใจ.. เพราะ ให้เธอได้ทั้ง จริงใจ, เข้าใจ, ใส่ใจ ... แต่ว่าเรา ดันลืมไปอย่างนึง ... เราลืมเผื่อใจ!"
ความเปล่าเปลี่ยวเป็นความยากไร้ที่ทรมานที่สุด
ความรักไม่ได้วัดโดยความรู้สึกของคุณ แต่วัดจากการที่คุณทำให้เขารู้สึกอย่างไร
คุณอาจเป็นเพียงคนหนึ่งบนโลกใบนี้ แต่คุณอาจเป็นโลกทั้งใบของใครคนหนึ่งก็ได้
มิตรภาพมักจบลงด้วยความรัก แต่ความรักไม่มีวันจบลงด้วยมิตรภาพ
"ความรัก""ที่ยิ่งใหญ่"" คือ ""ไม่เสียใจ"" แม้..ไม่ได้อะไร ""กลับมา"""
ความรักคือความ เข้าใจของคน2คน ไม่ใช่ความอดทนของคนๆเดียว
หากไม่รักตัวเอง คุณจะไม่มีทางรู้จักคำว่ารัก
รักกันมาเป็นปี จะจบทั้งทีแค่วินาทีเดียว
ความหึงหวงเป็นผลพวงจากความรัก
